Модель,PartNumber/Артикул Производителя,Ситилинк - Полное Наименование,Бренд,Группа товаров,Ссылка на сайт поставщика/вендора,Код Товара
RMX3830,631011000369/1376,"Смартфон Realme C51 RMX3830 128Gb 4Gb черный 3G 4G 2Sim 6.74"" IPS 720x1600 And13 50Mpix 802.11 a/b/g",REALME,Смартфоны,https://www.realme.com/za/realme-c51,1975586
нет,,"Смартфон TECNO Spark 10 8/128Gb,  красный",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/spark-10/,1975714
нет,5011102212,"Смартфон ONEPLUS 11 5G 16/256Gb,  зеленый",ONEPLUS,Смартфоны,https://www.oneplus.com/ru/11/specs,1976195
MEA,5011102590,"Смартфон ONEPLUS Nord N20 SE 4/128Gb,  MEA,  зеленый",ONEPLUS,Смартфоны,https://www.oneplus.com/ru/n20-se/specs,1976196
MEA,5011102591,"Смартфон ONEPLUS Nord N20 SE 4/128Gb,  MEA,  черный",ONEPLUS,Смартфоны,https://www.oneplus.com/ru/n20-se/specs,1976197
нет,5011102568,"Смартфон ONEPLUS Nord CE 3 Lite 5G 8/256Gb,  зеленый",ONEPLUS,Смартфоны,https://www.oneplus.com/ru/nord-ce-3-lite-5g/specs,1976198
нет,5011102569,"Смартфон ONEPLUS Nord CE 3 Lite 5G 8/256Gb,  серый",ONEPLUS,Смартфоны,https://www.oneplus.com/ru/nord-ce-3-lite-5g/specs,1976199
RMX3830,631011000369,"Смартфон REALME C51 4/128Gb,  RMX3830,  черный",REALME,Смартфоны,https://www.realme.com/za/realme-c51,1976578
RMX3830,631011000370,"Смартфон REALME C51 4/128Gb,  RMX3830,  зеленый",REALME,Смартфоны,https://www.realme.com/za/realme-c51,1976579
SM-A045F,SM-A045FZCGSKZ,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  медный",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,1976770
SM-A045F,SM-A045FZGGSKZ,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,1976771
SM-A045F,SM-A045FZKGSKZ,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,1976772
SM-S918B,SM-S918BLIHSKZ,"Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  лаванда",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1976774
SM-S918B,SM-S918BZEHSKZ,"Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  кремовый",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1976775
SM-S918B,SM-S918BZGHSKZ,"Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  зеленый",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1976776
SM-S918B,SM-S918BZKHSKZ,"Смартфон Samsung Galaxy S23 Ultra 5G 12/512Gb,  SM-S918B,  черный фантом",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1976777
нет,5109ATFQ,"Смартфон Honor X5 Plus 4/64Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x5-plus/spec/,1977228
нет,5109ATFS,"Смартфон Honor X5 Plus 4/64Gb,  голубое озеро",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x5-plus/spec/,1977229
нет,5109ATKH,"Смартфон Honor X6a 4/128Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x6a/spec/,1977230
нет,5109ATKK,"Смартфон Honor X6a 4/128Gb,  голубое озеро",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x6a/spec/,1977231
нет,5109ATKM,"Смартфон Honor X6a 4/128Gb,  небесно-серебристый",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x6a/spec/,1977232
нет,5109AVSV,"Смартфон Honor X6a 6/128Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x6a/spec/,1977233
нет,5109AVSX,"Смартфон Honor X6a 6/128Gb,  небесно-серебристый",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x6a/spec/,1977234
нет,5109ATRL,"Смартфон Honor 90 8/256Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/uz/phones/honor-90/spec/,1977235
нет,5109ATRN,"Смартфон Honor 90 8/256Gb,  изумрудный зеленый",HONOR,Смартфоны,https://www.hihonor.com/uz/phones/honor-90/spec/,1977236
нет,5109ATRQ,"Смартфон Honor 90 8/256Gb,  синий",HONOR,Смартфоны,https://www.hihonor.com/uz/phones/honor-90/spec/,1977237
нет,5109ATRS,"Смартфон Honor 90 12/512Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/uz/phones/honor-90/spec/,1977238
нет,5109ATRU,"Смартфон Honor 90 12/512Gb,  изумрудный зеленый",HONOR,Смартфоны,https://www.hihonor.com/uz/phones/honor-90/spec/,1977239
5765L,86191872,"Смартфон BQ Clever 3/16Gb,  5765L,  небесно-голубой",BQ,Смартфоны,https://bq.ru/catalog/smartfony/bq-5765l-clever/,1977371
5765L,86191874,"Смартфон BQ Clever 3/16Gb,  5765L,  красный",BQ,Смартфоны,https://bq.ru/catalog/smartfony/bq-5765l-clever/,1977372
6353L,86192018,"Смартфон BQ Joy 2/32Gb,  6353L,  синий",BQ,Смартфоны,https://bq.ru/catalog/smartfony/bq-6353l-joy/,1977373
нет,48501,"Смартфон Xiaomi 13T 12/256Gb,  черный",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977387
нет,48577,"Смартфон Xiaomi 13T 12/256Gb,  голубой",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977388
нет,48572,"Смартфон Xiaomi 13T 12/256Gb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977389
нет,48561,"Смартфон Xiaomi 13T 8/256Gb,  черный",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977390
нет,48513,"Смартфон Xiaomi 13T 8/256Gb,  голубой",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977391
нет,48504,"Смартфон Xiaomi 13T 8/256Gb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-leica/specs/,1977392
нет,48601,"Смартфон Xiaomi 13T Pro 12/256Gb,  черный",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977393
нет,48588,"Смартфон Xiaomi 13T Pro 12/256Gb,  голубой",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977394
нет,48569,"Смартфон Xiaomi 13T Pro 12/256Gb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977395
нет,48522,"Смартфон Xiaomi 13T Pro 12/512Gb,  черный",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977396
нет,48503,"Смартфон Xiaomi 13T Pro 12/512Gb,  голубой",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977397
нет,48530,"Смартфон Xiaomi 13T Pro 12/512Gb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977398
нет,49224,"Смартфон Xiaomi 13T Pro 16/1Tb,  черный",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977399
нет,50609,"Смартфон Xiaomi 13T Pro 16/1Tb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/global/product/xiaomi-13t-pro-leica/specs/,1977400
SM-A546E,SM-A546EZWASKZ,"Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  белый",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1977936
X6739,10045900,"Смартфон INFINIX GT 10 Pro 8/256Gb,  X6739,  черный",INFINIX,Смартфоны,https://ru.infinixmobility.com/GT-10-Pro,1977937
X6739,10045901,"Смартфон INFINIX GT 10 Pro 8/256Gb,  X6739,  серебристый",INFINIX,Смартфоны,https://ru.infinixmobility.com/GT-10-Pro,1977938
SM-A145F,SM-A145FZSUSKZ,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145F,  серебристый",SAMSUNG,Смартфоны,https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,1977940
SM-A546E,SM-A546ELVASKZ,"Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1977941
SM-F936B,SM-F936BZENSKZ,"Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-fold4/,1977943
SM-F936B,SM-F936BZANSKZ,"Смартфон Samsung Galaxy Z Fold 4 12/1Tb,  SM-F936B,  серо-зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-fold4/,1977946
SM-F936B,SM-F936BZKBSKZ,"Смартфон Samsung Galaxy Z Fold 4 12/256Gb,  SM-F936B,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-fold4/,1977947
SM-A047F,SM-A047FZGGSKZ,"Смартфон Samsung Galaxy A04s 4/64Gb,  SM-A047F,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,1977949
SM-A145,SM-A145FZKGMEA,"Смартфон Samsung Galaxy A14 4/128Gb,  SM-A145,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,1978039
SM-A145,SM-A145FLGGMEA,"Смартфон Samsung Galaxy A14 4/128Gb,  SM-A145,  светло-зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,1978040
SM-A145,SM-A145FZSDMEA,"Смартфон Samsung Galaxy A14 4/64Gb,  SM-A145,  серебристый",SAMSUNG,Смартфоны,https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,1978041
SM-S911B,SM-S911BLIDSKZ,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1978058
SM-S911B,SM-S911BZEDSKZ,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  кремовый",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1978059
SM-S911B,SM-S911BZGDSKZ,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1978062
SM-S911B,SM-S911BZKDSKZ,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1978063
нет,631001000828,"Смартфон OPPO A38 4/128Gb,  черный",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a38/specs/,1978514
нет,631001000834,"Смартфон OPPO A38 4/128Gb,  золотой",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a38/specs/,1978523
ALT-L29,51097LPX,"Смартфон Huawei Mate X3 12/512Gb,  ALT-L29,  черный",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/mate-x3/specs/,1978638
ALT-L29,51097LPW,"Смартфон Huawei Mate X3 12/512Gb,  ALT-L29,  темно-зеленый",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/mate-x3/specs/,1978639
SM-A042F,SM-A042FZKHSKZ,"Смартфон Samsung Galaxy A04e 3/64Gb,  SM-A042F,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04e-lightblue-32gb-sm-a042flbdmeb/,1979192
SM-A145,SM-A145FZKWSKZ,"Смартфон Samsung Galaxy A14 6/128Gb,  SM-A145,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/sa_en/smartphones/galaxy-a/galaxy-a14-black-mist-64gb-sm-a145pzkdmea/#specs,1979195
SM-A346E,SM-A346ELGASKZ,"Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  зеленый лайм",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1979196
SM-A346E,SM-A346EZKASKZ,"Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1979201
SM-A346E,SM-A346EZSASKZ,"Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  серебристый",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1979202
SM-A346E,SM-A346EZKESKZ,"Смартфон Samsung Galaxy A34 5G 8/256Gb,  SM-A346E,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1979204
SM-A546E,SM-A546ELGASKZ,"Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  зеленый лайм",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1979207
SM-A546E,SM-A546EZKASKZ,"Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1979210
SM-A546E,SM-A546ELGDSKZ,"Смартфон Samsung Galaxy A54 5G 8/256Gb,  SM-A546E,  зеленый лайм",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1979212
SM-S916B,SM-S916BLIDSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  лаванда",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1979215
SM-S916B,SM-S916BZEDSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  кремовый",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1979216
SM-S916B,SM-S916BZGDSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1979217
SM-S916B,SM-S916BZKDSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/256Gb,  SM-S916B,  черный фантом",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1979218
A3108,MU2N3ZA/A,"Смартфон Apple iPhone 15 Pro Max 256Gb,  A3108,  черный титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979444
A3108,MU2P3ZA/A,"Смартфон Apple iPhone 15 Pro Max 256Gb,  A3108,  белый титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979445
A3108,MU2Q3ZA/A,"Смартфон Apple iPhone 15 Pro Max 256Gb,  A3108,  титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979446
A3108,MU2R3ZA/A,"Смартфон Apple iPhone 15 Pro Max 256Gb,  A3108,  синий титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979447
A3108,MU2T3ZA/A,"Смартфон Apple iPhone 15 Pro Max 512Gb,  A3108,  черный титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979448
A3108,MU2U3ZA/A,"Смартфон Apple iPhone 15 Pro Max 512Gb,  A3108,  белый титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979449
A3108,MU2V3ZA/A,"Смартфон Apple iPhone 15 Pro Max 512Gb,  A3108,  титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979450
A3108,MU2W3ZA/A,"Смартфон Apple iPhone 15 Pro Max 512Gb,  A3108,  синий титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979451
A3108,MU2X3ZA/A,"Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  черный титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979452
A3108,MU2Y3ZA/A,"Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  белый титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979453
A3108,MU603ZA/A,"Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979454
A3108,MU613ZA/A,"Смартфон Apple iPhone 15 Pro Max 1Tb,  A3108,  синий титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979455
A3104,MTQ43ZA/A,"Смартфон Apple iPhone 15 Pro 128Gb,  A3104,  черный титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979456
A3104,MTQ53ZA/A,"Смартфон Apple iPhone 15 Pro 128Gb,  A3104,  белый титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979457
A3104,MTQ63ZA/A,"Смартфон Apple iPhone 15 Pro 128Gb,  A3104,  титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979458
A3104,MTQ73ZA/A,"Смартфон Apple iPhone 15 Pro 128Gb,  A3104,  синий титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979459
A3104,MTQ83ZA/A,"Смартфон Apple iPhone 15 Pro 256Gb,  A3104,  черный титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979460
A3104,MTQ93ZA/A,"Смартфон Apple iPhone 15 Pro 256Gb,  A3104,  белый титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979461
A3104,MTQA3ZA/A,"Смартфон Apple iPhone 15 Pro 256Gb,  A3104,  титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979462
A3104,MTQC3ZA/A,"Смартфон Apple iPhone 15 Pro 256Gb,  A3104,  синий титан",APPLE,Смартфоны,https://www.apple.com/iphone-15-pro/specs/,1979463
A3092,MTLD3ZA/A,"Смартфон Apple iPhone 15 128Gb,  A3092,  черный",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979487
A3092,MTLE3ZA/A,"Смартфон Apple iPhone 15 128Gb,  A3092,  розовый",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979488
A3092,MTLF3ZA/A,"Смартфон Apple iPhone 15 128Gb,  A3092,  желтый",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979489
A3092,MTLG3ZA/A,"Смартфон Apple iPhone 15 128Gb,  A3092,  голубой",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979490
A3092,MTLH3ZA/A,"Смартфон Apple iPhone 15 128Gb,  A3092,  зеленый",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979491
A3092,MTLJ3ZA/A,"Смартфон Apple iPhone 15 256Gb,  A3092,  черный",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979492
A3092,MTLK3ZA/A,"Смартфон Apple iPhone 15 256Gb,  A3092,  розовый",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979493
A3092,MTLM3ZA/A,"Смартфон Apple iPhone 15 256Gb,  A3092,  голубой",APPLE,Смартфоны,https://www.apple.com/iphone-15/specs/,1979495
SM-A245F,SM-A245FDRVSKZ,"Смартфон Samsung Galaxy A24 6/128Gb,  SM-A245F,  темно-красный",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a24-black-128gb-sm-a245fzkuser/,1979603
SM-A245F,SM-A245FZKVSKZ,"Смартфон Samsung Galaxy A24 6/128Gb,  SM-A245F,  черный",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a24-black-128gb-sm-a245fzkuser/,1979604
